品牌,型号,雪茄,税前价格,库存,折扣,原价,链接,更新时间
Romeo y Julieta,Romeo y Julieta - Maravillas,Romeo y Julieta - Maravillas 8 Pcs Box/ 1 Box per Customer,444.10,Sold Out,-3%,457.84,https://selected-cigars.com/en/romeo-y-julieta-maravillas,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Genios,Cohiba - LINEA MADURO 5 Genios 1Pc /5 Pcs per Customer,31.60,Sold Out,0,31.60,https://selected-cigars.com/en/cohiba-linea-maduro-5-genios,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Genios,"Cohiba - LINEA MADURO 5 Genios 10pcs, wooden Box  /1 Box Per customer",297.32,Sold Out,-3%,306.52,https://selected-cigars.com/en/cohiba-linea-maduro-5-genios,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Genios,"Cohiba - LINEA MADURO 5 Genios 25pcs, wooden Box/1 Box per Customer",743.31,Sold Out,-3%,766.30,https://selected-cigars.com/en/cohiba-linea-maduro-5-genios,2020-03-30 20:00
Diplomáticos,Diplomaticos - No.2,Diplomaticos No.2 - 1pc,12.30,Sold Out,0,12.30,https://selected-cigars.com/en/diplomaticos-no-2,2020-03-30 20:00
Diplomáticos,Diplomaticos - No.2,Diplomaticos No.2 - 25pcs box,289.33,Sold Out,-3%,298.28,https://selected-cigars.com/en/diplomaticos-no-2,2020-03-30 20:00
Montecristo,Montecristo - Double Edmundos,Montecristo - Double Edmundos 1 piece,14.80,Sold Out,0,14.80,https://selected-cigars.com/en/montecristo-double-edmundos,2020-03-30 20:00
Montecristo,Montecristo - Double Edmundos,Montecristo - Double Edmundos 3pcs Box,41.78,Sold Out,-3%,43.07,https://selected-cigars.com/en/montecristo-double-edmundos,2020-03-30 20:00
Montecristo,Montecristo - Double Edmundos,"Montecristo - Double Edmundos 10pcs, wooden Box",139.25,Sold Out,-3%,143.56,https://selected-cigars.com/en/montecristo-double-edmundos,2020-03-30 20:00
Montecristo,Montecristo - Double Edmundos,"Montecristo - Double Edmundos 25pcs, wooden Box/ 1 Box per Customer",348.13,Sold Out,-3%,358.90,https://selected-cigars.com/en/montecristo-double-edmundos,2020-03-30 20:00
Cohiba,Cohiba - Medio Siglo,Cohiba Medio Siglo 1pc/5 pcs per Customer,19.70,Sold Out,0,19.70,https://selected-cigars.com/en/cohiba-medio-siglo,2020-03-30 20:00
Cohiba,Cohiba - Medio Siglo,Cohiba Medio Siglo 1pc tube,21.00,Sold Out,0,21.00,https://selected-cigars.com/en/cohiba-medio-siglo,2020-03-30 20:00
Cohiba,Cohiba - Medio Siglo,Cohiba Medio Siglo 3pcs tube *** Max. 2 packs per customer ***,59.28,Sold Out,-3%,61.11,https://selected-cigars.com/en/cohiba-medio-siglo,2020-03-30 20:00
Cohiba,Cohiba - Medio Siglo,Cohiba Medio Siglo 25pcs Box/1 Box per Customer,463.40,Sold Out,-3%,477.73,https://selected-cigars.com/en/cohiba-medio-siglo,2020-03-30 20:00
Vegueros,Vegueros - Centrofinos .,Vegueros - Centrofinos 1pc,8.20,Sold Out,0,8.20,https://selected-cigars.com/en/vegueros-mananitas,2020-03-30 20:00
Vegueros,Vegueros - Centrofinos .,Vegueros - Centrofinos 4 pcs pack,30.87,Sold Out,-3%,31.82,https://selected-cigars.com/en/vegueros-mananitas,2020-03-30 20:00
Vegueros,Vegueros - Centrofinos .,Vegueros - Centrofinos 16 pcs box,123.82,Sold Out,-3%,127.65,https://selected-cigars.com/en/vegueros-mananitas,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Magicos,Cohiba - LINEA MADURO 5 Magicos 1 piece /5 Pcs per Customer,28.10,Sold Out,0,28.10,https://selected-cigars.com/en/cohiba-linea-maduro-5-magicos,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Magicos,"Cohiba - LINEA MADURO 5 Magicos 10pcs, wooden Box /1 Box per Customer",264.39,Sold Out,-3%,272.57,https://selected-cigars.com/en/cohiba-linea-maduro-5-magicos,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Magicos,"Cohiba - LINEA MADURO 5 Magicos 25pcs, wooden Box /1 Box Per Customer",660.99,Sold Out,-3%,681.43,https://selected-cigars.com/en/cohiba-linea-maduro-5-magicos,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Secretos,Cohiba - LINEA MADURO 5 Secretos 1 piece *** max. 5 pcs per customer ***,15.00,Sold Out,0,15.00,https://selected-cigars.com/en/cohiba-linea-maduro-5-secretos,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Secretos,"Cohiba - LINEA MADURO 5 Secretos 10pcs, wooden Box",141.13,Sold Out,-3%,145.50,https://selected-cigars.com/en/cohiba-linea-maduro-5-secretos,2020-03-30 20:00
Cohiba,Cohiba - Linea Maduro 5 Secretos,"Cohiba - LINEA MADURO 5 Secretos 25pcs, wooden Box *** 1 box per customer ***",352.84,Sold Out,-3%,363.75,https://selected-cigars.com/en/cohiba-linea-maduro-5-secretos,2020-03-30 20:00
Montecristo,Montecristo - Linea 1935 Dumas,MONTECRISTO LINEA 1935 DUMAS - 1pc / 5 pcs per customer,16.50,Sold Out,0,16.50,https://selected-cigars.com/en/montecristo-dumas,2020-03-30 20:00
Montecristo,Montecristo - Linea 1935 Dumas,MONTECRISTO LINEA 1935 DUMAS - 20pcs box/ 1 Box per Cusotmer,310.50,Sold Out,-3%,320.10,https://selected-cigars.com/en/montecristo-dumas,2020-03-30 20:00
Trinidad,Trinidad - Fundadores,Trinidad - Fundadores 1 piece,23.20,Sold Out,0,23.20,https://selected-cigars.com/en/trinidad-fundadores,2020-03-30 20:00
Trinidad,Trinidad - Fundadores,"Trinidad - Fundadores 1 piece, wooden Box",26.00,Sold Out,0,26.00,https://selected-cigars.com/en/trinidad-fundadores,2020-03-30 20:00
Trinidad,Trinidad - Fundadores,"Trinidad - Fundadores 24pcs, wooden Box",523.90,Sold Out,-3%,540.10,https://selected-cigars.com/en/trinidad-fundadores,2020-03-30 20:00
Cohiba,Cohiba - Behike BHK 54,Cohiba - BEHIKE BHK 54 1pc /1 Pc per Customer,58.40,Sold Out,0,58.40,https://selected-cigars.com/en/cohiba-behike-bhk-54,2020-03-30 20:00
Cohiba,Cohiba - Behike BHK 54,"Cohiba - BEHIKE BHK 54 10pcs, wooden Box",549.49,Sold Out,-3%,566.48,https://selected-cigars.com/en/cohiba-behike-bhk-54,2020-03-30 20:00
Partagás,Partagás - Maduro No.3,Partagás Maduro No.3 - 1-PC,14.10,Sold Out,0,14.10,https://selected-cigars.com/en/partagas-maduro-no3,2020-03-30 20:00
Partagás,Partagás - Maduro No.3,Partagás Maduro No.3 -  25 PCS Box / 1 Box per Customer,331.67,Sold Out,-3%,341.93,https://selected-cigars.com/en/partagas-maduro-no3,2020-03-30 20:00
Cohiba,Cohiba - 50 Shorts  2019,Cohiba - 50 Shorts  2019,84.68,Sold Out,-3%,87.30,https://selected-cigars.com/en/cohiba-50-short-1,2020-03-30 20:00
Montecristo,Montecristo - Linea 1935 Maltes,MONTECRISTO LINEA 1935 MALTÉS - 1PC / 5 PCS PER CUSTOMER,20.10,Sold Out,0,20.10,https://selected-cigars.com/en/montecristo-maltes,2020-03-30 20:00
Montecristo,Montecristo - Linea 1935 Maltes,MONTECRISTO LINEA 1935 MALTÉS - 20PCS/1 BOX*** 1 Box per Customer ***,378.24,Sold Out,-3%,389.94,https://selected-cigars.com/en/montecristo-maltes,2020-03-30 20:00
Montecristo,Montecristo - Linea 1935 Leyenda,MONTECRISTO LINEA 1935 LEYENDA 1PC / 5 PCS per Cutomer,22.70,Sold Out,0,22.70,https://selected-cigars.com/en/montecristo-leyenda,2020-03-30 20:00
Montecristo,Montecristo - Linea 1935 Leyenda,MONTECRISTO LINEA 1935 LEYENDA-20PCS BOX /1Box per Customer,454.00,Sold Out,0,454.00,https://selected-cigars.com/en/montecristo-leyenda,2020-03-30 20:00
Partagás,Partagas - Culebras,Partagas - Culebras 3 pieces,25.40,Sold Out,-3%,26.19,https://selected-cigars.com/en/partagas-culebras-1739,2020-03-30 20:00
Partagás,Partagas - Culebras,"Partagas - Culebras 3x3 pcs, wooden Box",76.21,Sold Out,-3%,78.57,https://selected-cigars.com/en/partagas-culebras-1739,2020-03-30 20:00
Cohiba,Cohiba - Behike BHK 56,Cohiba - BEHIKE BHK 56 1pc/ 1 Pc per Customer,63.50,Sold Out,0,63.50,https://selected-cigars.com/en/cohiba-behike-bhk-56,2020-03-30 20:00
Cohiba,Cohiba - Behike BHK 56,"Cohiba - BEHIKE BHK 56 10pcs, wooden Box",597.47,Sold Out,-3%,615.95,https://selected-cigars.com/en/cohiba-behike-bhk-56,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Lanceros,Cohiba - LINEA CLASICA Lanceros 1 piece *** Max 5 pcs per customer ***,28.10,Sold Out,0,28.10,https://selected-cigars.com/en/cohiba-linea-clasica-lanceros,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Lanceros,"Cohiba - LINEA CLASICA Lanceros 25pcs, wooden Box *** 1 box per customer ***",660.99,Sold Out,-3%,681.43,https://selected-cigars.com/en/cohiba-linea-clasica-lanceros,2020-03-30 20:00
Montecristo,Montecristo - Gran Piramides,MONTECHRISTO GRAN PIRAMIDES 1 PC / 1 PC per Customer,85.00,Sold Out,0,85.00,https://selected-cigars.com/en/montechristo-gran-piramides,2020-03-30 20:00
Montecristo,Montecristo - Gran Piramides,MONTECHRISTO GRAN PIRAMIDES 20er Kiste / Buch,1599.53,Sold Out,-3%,1649.00,https://selected-cigars.com/en/montechristo-gran-piramides,2020-03-30 20:00
H. Upmann,H. Upmann - Robusto Anejados,H.Upmann Robusto Anejados - 1 pc,13.50,Sold Out,0,13.50,https://selected-cigars.com/en/h-upmann-robusto-anejados,2020-03-30 20:00
H. Upmann,H. Upmann - Robusto Anejados,H.Upmann Robusto Anejados - 25 pcs,317.56,Sold Out,-3%,327.38,https://selected-cigars.com/en/h-upmann-robusto-anejados,2020-03-30 20:00
Quai d’Orsay,Quai d'Orsay - No.54,QUAI D´ORSAY NO.54 - 1PC,11.20,Sold Out,0,11.20,https://selected-cigars.com/en/quai-d-orday-no-54,2020-03-30 20:00
Quai d’Orsay,Quai d'Orsay - No.54,QUAI D´ORSAY NO.54 - 10PCS/Box *** 1 Box per Customer ***,105.38,Sold Out,-3%,108.64,https://selected-cigars.com/en/quai-d-orday-no-54,2020-03-30 20:00
Quai d’Orsay,Quai d'Orsay - No.54,QUAI D´ORSAY NO.54 - 25PCS/Box *** 1 Box per Customer ***,263.45,Sold Out,-3%,271.60,https://selected-cigars.com/en/quai-d-orday-no-54,2020-03-30 20:00
Romeo y Julieta,Romeo Y Julieta Exhibicion No. 3 --- aprox. 15 years old,Romeo Y Julieta Exhibicion No. 3 --- aprox. 15 years old,10.48,Sold Out,0,10.48,https://selected-cigars.com/en/romeo-y-julieta-exhibicion-no-3-zirka-15-jahre-alt-1-max,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - LCDH Escogidos,Hoyo de Monterrey Escogidos - 1 Stück /5 pcs per customer,16.40,Sold Out,0,16.40,https://selected-cigars.com/en/hoyo-de-monterrey-escogidos-lcdh,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - LCDH Escogidos,Hoyo de Monterrey Escogidos - 10 pcs Box / 1 Box per Customer,154.31,Sold Out,-3%,159.08,https://selected-cigars.com/en/hoyo-de-monterrey-escogidos-lcdh,2020-03-30 20:00
Sancho Panza,Sancho Panza - Belicosos,Sancho Panza - Belicosos 1 piece,12.30,Sold Out,0,12.30,https://selected-cigars.com/en/sancho-panza-belicosos,2020-03-30 20:00
Sancho Panza,Sancho Panza - Belicosos,"Sancho Panza - Belicosos 25pcs, wooden Box",289.33,Sold Out,-3%,298.28,https://selected-cigars.com/en/sancho-panza-belicosos,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Tacos EL 2018,ROMEO Y JULIETA TACOS - EDICIÓN LIMITADA 2018 - 1 *** 5 pcs per customer ***,418.70,Sold Out,-3%,431.65,https://selected-cigars.com/en/romeo-y-julieta-tacos-edicion-limitada-2018,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Cedros de Luxe No.1,Romeo y Julieta - Cedros de Luxe No. 1 1 piece,11.20,Sold Out,0,11.20,https://selected-cigars.com/en/romeo-y-julieta-cedros-de-luxe-no-1,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Cedros de Luxe No.1,"Romeo y Julieta - Cedros de Luxe No. 1 25pcs, wooden Box",263.45,Sold Out,-3%,271.60,https://selected-cigars.com/en/romeo-y-julieta-cedros-de-luxe-no-1,2020-03-30 20:00
Cuaba,Cuaba - Salomones,Cuaba - Salomones 1 piece,22.40,Sold Out,0,22.40,https://selected-cigars.com/en/cuaba-salomones,2020-03-30 20:00
Cuaba,Cuaba - Salomones,"Cuaba - Salomones 10pcs, wooden Box",215.47,small quantities available,-3%,222.13,https://selected-cigars.com/en/cuaba-salomones,2020-03-30 20:00
Bolívar,Bolívar - Tubos No.1 A/T,Bolívar - Tubos No. 1 A/T 1 pc,10.70,Sold Out,0,10.70,https://selected-cigars.com/en/bolivar-tubos-no-1,2020-03-30 20:00
Bolívar,Bolívar - Tubos No.1 A/T,Bolívar - Tubos No. 1 A/T 25pcs Box,251.70,Sold Out,-3%,259.48,https://selected-cigars.com/en/bolivar-tubos-no-1,2020-03-30 20:00
H. Upmann,H. Upmann - Petit Coronas,H. Upmann - Petit Coronas 1 piece,7.20,Sold Out,0,7.20,https://selected-cigars.com/en/h-upmann-petit-coronas,2020-03-30 20:00
H. Upmann,H. Upmann - Petit Coronas,"H. Upmann - Petit Coronas 25pcs, wooden Box",169.36,Sold Out,-3%,174.60,https://selected-cigars.com/en/h-upmann-petit-coronas,2020-03-30 20:00
La Flor de Cano,La Flor de Cano - Selectos Cello,La Flor de Cano - Selectos Cello,4.00,Sold Out,0,4.00,https://selected-cigars.com/en/la-flor-de-cano-selectos-cello,2020-03-30 20:00
La Flor de Cano,La Flor de Cano - Selectos Cello,La Flor de Cano - Selectos Cello 25pcs Box,94.09,Sold Out,-3%,97.00,https://selected-cigars.com/en/la-flor-de-cano-selectos-cello,2020-03-30 20:00
La Gloria Cubana,La Gloria Cubana - Medaille D'Or No.4,La Gloria Cubana - Medaille D'Or No. 4 1 piece,7.20,Sold Out,0,7.20,https://selected-cigars.com/en/la-gloria-cubana-medaille-d-or-no-4,2020-03-30 20:00
La Gloria Cubana,La Gloria Cubana - Medaille D'Or No.4,"La Gloria Cubana - Medaille D'Or No. 4 25pcs, wooden Box",169.36,Sold Out,-3%,174.60,https://selected-cigars.com/en/la-gloria-cubana-medaille-d-or-no-4,2020-03-30 20:00
Cohiba,Cohiba - Behike BHK 52,Cohiba - BEHIKE BHK 52 1pc,45.30,Sold Out,0,45.30,https://selected-cigars.com/en/cohiba-behike-bhk-52,2020-03-30 20:00
Cohiba,Cohiba - Behike BHK 52,Cohiba - BEHIKE BHK 52 10pcs wooden Box,426.23,Sold Out,-3%,439.41,https://selected-cigars.com/en/cohiba-behike-bhk-52,2020-03-30 20:00
Vegas Robaina,Vegas Robaina - Don Alejandros,Vegas Robaina - Don Alejandros 1 piece,17.60,Sold Out,0,17.60,https://selected-cigars.com/en/vegas-robaina-don-alejandros,2020-03-30 20:00
Vegas Robaina,Vegas Robaina - Don Alejandros,"Vegas Robaina - Don Alejandros 25pcs, wooden Box",414.00,Sold Out,-3%,426.80,https://selected-cigars.com/en/vegas-robaina-don-alejandros,2020-03-30 20:00
Partagás,Partagas - LCDH Salomones,Partagas - Salomones - 1 piece,18.70,Sold Out,0,18.70,https://selected-cigars.com/en/partagas-salomones-lcdh,2020-03-30 20:00
Partagás,Partagas - LCDH Salomones,Partagas - Salomones - 10 pcs,175.95,Sold Out,-3%,181.39,https://selected-cigars.com/en/partagas-salomones-lcdh,2020-03-30 20:00
Cohiba,Cohiba - Linea 1492 Siglo V,Cohiba - LINEA 1492 Siglo V 1 piece,28.90,Sold Out,0,28.90,https://selected-cigars.com/en/cohiba-linea-1492-siglo-v,2020-03-30 20:00
Cohiba,Cohiba - Linea 1492 Siglo V,Cohiba - LINEA 1492 Siglo V A/T 1 Pc,29.90,Sold Out,0,29.90,https://selected-cigars.com/en/cohiba-linea-1492-siglo-v,2020-03-30 20:00
Cohiba,Cohiba - Linea 1492 Siglo V,Cohiba - LINEA 1492 Siglo V Alu Tubos 3pcs / 1 Packet per Customer,84.40,Sold Out,-3%,87.01,https://selected-cigars.com/en/cohiba-linea-1492-siglo-v,2020-03-30 20:00
Cohiba,Cohiba - Linea 1492 Siglo V,"Cohiba - LINEA 1492 Siglo V 25pcs, wooden Box",679.81,Sold Out,-3%,700.83,https://selected-cigars.com/en/cohiba-linea-1492-siglo-v,2020-03-30 20:00
H. Upmann,H. Upmann - Regalias,H. Upmann - Regalias 1 piece,5.10,Sold Out,0,5.10,https://selected-cigars.com/en/h-upmann-regalias,2020-03-30 20:00
H. Upmann,H. Upmann - Regalias,"H. Upmann - Regalias 25pcs, wooden Box",119.97,Sold Out,-3%,123.68,https://selected-cigars.com/en/h-upmann-regalias,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Piramides Extra,Cohiba - LINEA CLASICA Piramides Extra 1 piece,37.20,Sold Out,0,37.20,https://selected-cigars.com/en/cohiba-linea-clasica-piramides-extra,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Piramides Extra,Cohiba - Piramides Extra A/T 1 piece,38.90,Sold Out,0,38.90,https://selected-cigars.com/en/cohiba-linea-clasica-piramides-extra,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Piramides Extra,Cohiba - Piramides Extra A/T 3pcs / 1 packet per Customer,109.80,Sold Out,-3%,113.20,https://selected-cigars.com/en/cohiba-linea-clasica-piramides-extra,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Piramides Extra,"Cohiba - LINEA CLASICA Piramides Extra 10pcs, wooden Box",350.01,Sold Out,-3%,360.84,https://selected-cigars.com/en/cohiba-linea-clasica-piramides-extra,2020-03-30 20:00
Partagás,Partagas - Partagas de Partagas No.1,Partagas - Partagas de Partagas No.1,8.00,Sold Out,0,8.00,https://selected-cigars.com/en/partagas-partagas-de-partagas-no-1,2020-03-30 20:00
other,Habanos Selección - Petit Coronas,Habanos Selección - Petit Coronas,46.58,Sold Out,-3%,48.02,https://selected-cigars.com/en/seleccion-petit-coronas-zigarren-set,2020-03-30 20:00
Bolívar,Bolívar - Belicosos Finos Cabinet,Bolívar - Belicosos Finos Cabinet 1pc,12.80,Sold Out,0,12.80,https://selected-cigars.com/en/bolivar-belicosos-finos-cabinet,2020-03-30 20:00
Bolívar,Bolívar - Belicosos Finos Cabinet,Bolívar - Belicosos Finos Cabinet 25pcs Box,301.09,Sold Out,-3%,310.40,https://selected-cigars.com/en/bolivar-belicosos-finos-cabinet,2020-03-30 20:00
La Gloria Cubana,La Gloria Cubana - Glorias,LA GLORIA CUBANA GLORIAS – THE HABANOS EDICIÓN REGIONAL 5TA AVENIDA 2015 - 1 PC,19.10,Sold Out,0,19.10,https://selected-cigars.com/en/la-gloria-cubana-rodolfo-edicion-alemania-coming-soon,2020-03-30 20:00
La Gloria Cubana,La Gloria Cubana - Glorias,LA GLORIA CUBANA GLORIAS – 10PCS BOX,179.71,Sold Out,-3%,185.27,https://selected-cigars.com/en/la-gloria-cubana-rodolfo-edicion-alemania-coming-soon,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Wide Churchill GR 2009,Romeo y Julieta - Wide Churchills  - Gran Reserva 2009 1Pc / 1 Pc per Customer,53.00,Sold Out,0,53.00,https://selected-cigars.com/en/romeo-y-julieta-wide-churchill-gran-reserva-montesco-gran-reserva-2009-coming-soon,2020-03-30 20:00
Punch,Punch - Double Coronas,Punch - Double Coronas 1 piece,18.00,Sold Out,0,18.00,https://selected-cigars.com/en/punch-double-coronas,2020-03-30 20:00
Punch,Punch - Double Coronas,"Punch - Double Coronas 25pcs, wooden Box/ 1 Box per Customer",423.40,Sold Out,-3%,436.50,https://selected-cigars.com/en/punch-double-coronas,2020-03-30 20:00
Punch,Punch - Double Coronas,"Punch - Double Coronas 50pcs, wooden Box",846.81,Sold Out,-3%,873.00,https://selected-cigars.com/en/punch-double-coronas,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Double Corona GR 2013,Hoyo de Monterrey - Double Corona Gran Reserva Cosecha 2013  1Pc /1 Pc per Customer,80.00,Sold Out,0,80.00,https://selected-cigars.com/en/hoyo-de-monterrey-double-corona-gran-reserva-cosecha-2013,2020-03-30 20:00
Hoyo de Monterrey,Hoyo de Monterrey - Double Corona GR 2013,Hoyo de Monterrey - Double Corona Gran Reserva Cosecha 2013 25pcs box,1129.08,Sold Out,-3%,1164.00,https://selected-cigars.com/en/hoyo-de-monterrey-double-corona-gran-reserva-cosecha-2013,2020-03-30 20:00
Partagás,Partagás - Lusitanias GR 2007,Partagás - Lusitanias Gran Reserva 2007 1Pc / 1Pc per Customer,52.00,Sold Out,0,52.00,https://selected-cigars.com/en/partagas-lusitanias,2020-03-30 20:00
Partagás,Partagás - Lusitanias GR 2007,Partagás - Lusitanias Gran Reserva 2007 15pc BOX,780.00,Sold Out,0,780.00,https://selected-cigars.com/en/partagas-lusitanias,2020-03-30 20:00
H. Upmann,H. Upmann - Majestic,H. Upmann - Majestic 1 piece,4.80,Sold Out,0,4.80,https://selected-cigars.com/en/h-upmann-majestic,2020-03-30 20:00
H. Upmann,H. Upmann - Majestic,"H. Upmann - Majestic 25pcs, wooden Box",112.91,Sold Out,-3%,116.40,https://selected-cigars.com/en/h-upmann-majestic,2020-03-30 20:00
Fonseca,Fonseca - Delicias,Fonseca - Delicias 1 piece,4.00,Sold Out,0,4.00,https://selected-cigars.com/en/fonseca-delicias,2020-03-30 20:00
Fonseca,Fonseca - Delicias,"Fonseca - Delicias 25pcs, wooden Box",94.09,Sold Out,-3%,97.00,https://selected-cigars.com/en/fonseca-delicias,2020-03-30 20:00
Bolívar,Bolivar Belicosos Finos 25 cig. Jar,Bolivar Belicosos Finos 25 cig. Jar,600.00,Sold Out,0,600.00,https://selected-cigars.com/en/bolivar-belicosos-finos-porzellan-jar,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Espléndidos,Cohiba - LINEA CLASICA Espléndidos 1 piece *** 5 PCS per customer ***,40.60,Sold Out,0,40.60,https://selected-cigars.com/en/cohiba-linea-clasica-esplendidos,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Espléndidos,Cohiba - LINEA CLASICA Espléndidos 3pcs Box,114.61,Sold Out,-3%,118.15,https://selected-cigars.com/en/cohiba-linea-clasica-esplendidos,2020-03-30 20:00
Cohiba,Cohiba - Linea Classica Espléndidos,"Cohiba - LINEA CLASICA Espléndidos 25pcs, wooden Box *** 1 BOX per customer ***",955.01,Sold Out,-3%,984.55,https://selected-cigars.com/en/cohiba-linea-clasica-esplendidos,2020-03-30 20:00
other,Habanos Selección - Petit Coronas Tubos,Habanos Selección - Petit Coronas Tubos,46.58,Sold Out,-3%,48.02,https://selected-cigars.com/en/seleccion-petit-coronas-zigarren-set-1,2020-03-30 20:00
H. Upmann,H. Upmann - Sir Winston,H. Upmann - Sir Winston 1 piece *** Max 5 pcs per customer ***,22.00,Sold Out,0,22.00,https://selected-cigars.com/en/h-upmann-sir-winston,2020-03-30 20:00
H. Upmann,H. Upmann - Sir Winston,"H. Upmann - Sir Winston 25pcs, wooden Box *** Max 1 Box per customer ***",517.50,Sold Out,-3%,533.50,https://selected-cigars.com/en/h-upmann-sir-winston,2020-03-30 20:00
Cohiba,Cohiba - Robusto Reserva 2014,COHIBA ROBUSTO RESERVA 2014 - 1PC -,70.00,Sold Out,0,70.00,https://selected-cigars.com/en/cohiba-robusto-reserva-2014,2020-03-30 20:00
Cohiba,Cohiba - Robusto Reserva 2014,COHIBA ROBUSTO RESERVA 2014 - Box/20 PCS -,1317.26,Sold Out,-3%,1358.00,https://selected-cigars.com/en/cohiba-robusto-reserva-2014,2020-03-30 20:00
Cohiba,Cohiba - Linea 1492 Siglo III,Cohiba - LINEA 1492 Siglo III 1pc,20.00,Sold Out,0,20.00,https://selected-cigars.com/en/cohiba-linea-1492-siglo-iii,2020-03-30 20:00
Cohiba,Cohiba - Linea 1492 Siglo III,Cohiba - LINEA 1492 Siglo III A/T 1pc,21.40,Sold Out,0,21.40,https://selected-cigars.com/en/cohiba-linea-1492-siglo-iii,2020-03-30 20:00
Cohiba,Cohiba - Linea 1492 Siglo III,Cohiba - LINEA 1492 Siglo III A/T 3pcs,60.40,Sold Out,-3%,62.27,https://selected-cigars.com/en/cohiba-linea-1492-siglo-iii,2020-03-30 20:00
Cohiba,Cohiba - Linea 1492 Siglo III,"Cohiba - LINEA 1492 Siglo III 25pcs, wooden Box",470.45,Sold Out,-3%,485.00,https://selected-cigars.com/en/cohiba-linea-1492-siglo-iii,2020-03-30 20:00
San Cristóbal,San Cristobal - El Morro,San Cristobal - El Morro 1 piece,16.00,Sold Out,0,16.00,https://selected-cigars.com/en/san-cristobal-el-morro-2369,2020-03-30 20:00
San Cristóbal,San Cristobal - El Morro,San Cristobal - El Morro 25pcs,376.36,Sold Out,-3%,388.00,https://selected-cigars.com/en/san-cristobal-el-morro-2369,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Romeo de Luxe EL 2013,Romeo y Julieta Romeo de Luxe Edición Limitada 2013 1 piece,16.90,Sold Out,0,16.90,https://selected-cigars.com/en/romeo-y-julieta-romeo-de-luxe-edicion-limitada-2013,2020-03-30 20:00
Romeo y Julieta,Romeo y Julieta - Romeo de Luxe EL 2013,Romeo y Julieta Romeo de Luxe Edición Limitada 2013 10pcs,159.01,Sold Out,-3%,163.93,https://selected-cigars.com/en/romeo-y-julieta-romeo-de-luxe-edicion-limitada-2013,2020-03-30 20:00
La Gloria Cubana,La Gloria Cubana - Medaille D'Or No.2,La Gloria Cubana - Medaille D'Or No. 2 1 piece,11.80,Sold Out,0,11.80,https://selected-cigars.com/en/la-gloria-cubana-medaille-d-or-no-2,2020-03-30 20:00
La Gloria Cubana,La Gloria Cubana - Medaille D'Or No.2,La Gloria Cubana - Medaille D'Or No. 2 25pcs,277.57,Sold Out,-3%,286.15,https://selected-cigars.com/en/la-gloria-cubana-medaille-d-or-no-2,2020-03-30 20:00
Quai d’Orsay,Quai d'Orsay - Panetelas,Quai d'Orsay - Coronas Claro 1 piece,9.40,Sold Out,0,9.40,https://selected-cigars.com/en/quai-d-orsay-panatelas,2020-03-30 20:00
Quai d’Orsay,Quai d'Orsay - Panetelas,Quai d'orsay - Panatelas 25 pcs,185.83,Sold Out,-3%,191.58,https://selected-cigars.com/en/quai-d-orsay-panatelas,2020-03-30 20:00
Quai d’Orsay,Quai d'Orsay - Imperiales,Quai d'orsay - Imperiales 1 piece,12.50,Sold Out,0,12.50,https://selected-cigars.com/en/quai-d-orsay-imperiales,2020-03-30 20:00
Quai d’Orsay,Quai d'Orsay - Imperiales,Quai d'orsay - Imperiales 25pcs,294.04,Sold Out,-3%,303.13,https://selected-cigars.com/en/quai-d-orsay-imperiales,2020-03-30 20:00
La Gloria Cubana,La Gloria Cubana -  Inmenos,La Gloria Cubana Inmenos - ein exklusive für La Casa del Habano - 1 piece,15.00,Sold Out,0,15.00,https://selected-cigars.com/en/la-gloria-cubana-inmenos-exklusiv-fuer-la-casa-del-habano,2020-03-30 20:00
